label,count,mean,std,min,25%,50%,75%,max
case,248703.0,1.0492470094371715,0.9484065067396439,-2.8702669206344824,0.41066594116966704,1.0474850855637532,1.6888468212459684,5.056446680685232
control,248765.0,0.004515137131658419,0.9508965353354308,-4.442336505044662,-0.6400929665127688,0.005062236088164967,0.6473630740850957,4.876121820064578
